kanji_raw,reading,audio_field_raw,rank,population,map_html,map_empty_html,kanji,audio_filename,map_filename,map_empty_filename,lat,lon,geocode_query,prefecture
徳島,とくしま,[sound:pronunciation_ja_徳島.mp3],88,252.364,"<img src=""88_Tokushima.png"">","<img src=""japan pref.png"">",徳島,pronunciation_ja_徳島.mp3,88_Tokushima.png,japan pref.png,34.0698307,134.5550353,"徳島市, Japan",徳島県
函館,はこだて,[sound:pronunciation_ja_函館.ogg],89,251.271,"<img src=""89_Hakodate.png"">","<img src=""japan pref.png"">",函館,pronunciation_ja_函館.ogg,89_Hakodate.png,japan pref.png,41.768793,140.729008,"函館市, Japan",北海道
草加,そうか,[sound:pronunciation_ja_草加.ogg],90,248.037,"<img src=""90_Souka.png"">","<img src=""japan pref.png"">",草加,pronunciation_ja_草加.ogg,90_Souka.png,japan pref.png,35.8262233,139.8061784,"草加市, Japan",埼玉県
山形,やまがた,[sound:pronunciation_ja_山形.ogg],91,247.747,"<img src=""91_Yamagata.png"">","<img src=""japan pref.png"">",山形,pronunciation_ja_山形.ogg,91_Yamagata.png,japan pref.png,38.2553393,140.3400205,"山形市, Japan",山形県
富士,ふじ,[sound:pronunciation_ja_富士.mp3],92,245.489,"<img src=""92_Fuji.png"">","<img src=""japan pref.png"">",富士,pronunciation_ja_富士.mp3,92_Fuji.png,japan pref.png,35.161852,138.6763863,"富士市, Japan",静岡県
佐世保,させぼ,[sound:pronunciation_ja_佐世保.ogg],93,243.387,"<img src=""93_Sasebo.png"">","<img src=""japan pref.png"">",佐世保,pronunciation_ja_佐世保.ogg,93_Sasebo.png,japan pref.png,33.1799965,129.7152872,"佐世保市, Japan",長崎県
調布,ちょうふ,[sound:pronunciation_ja_調布.ogg],94,242.721,"<img src=""94_Chofu.png"">","<img src=""japan pref.png"">",調布,pronunciation_ja_調布.ogg,94_Chofu.png,japan pref.png,35.6506036,139.5407066,"調布市, Japan",東京都
茅ケ崎,ちがさき,[sound:chrome_NKE2Jpc1U1.mp3],95,242.603,"<img src=""95_Chigasaki.png"">","<img src=""japan pref.png"">",茅ケ崎,chrome_NKE2Jpc1U1.mp3,95_Chigasaki.png,japan pref.png,35.329479,139.405371,"茅ケ崎市, Japan",神奈川県
筑波,つくば,[sound:chrome_Kx8WoPCtNo.mp3],96,241.785,"<img src=""96_Tsukuba.png"">","<img src=""japan pref.png"">",筑波,chrome_Kx8WoPCtNo.mp3,96_Tsukuba.png,japan pref.png,36.0833265,140.077279,"筑波市, Japan",茨城県
松本,まつもと,[sound:pronunciation_ja_松本.mp3],97,241.337,"<img src=""97_Matsumoto.png"">","<img src=""japan pref.png"">",松本,pronunciation_ja_松本.mp3,97_Matsumoto.png,japan pref.png,36.2382047,137.9687141,"松本市, Japan",長野県
大和,やまと,[sound:pronunciation_ja_大和.mp3],98,239.269,"<img src=""98_Yamato.png"">","<img src=""japan pref.png"">",大和,pronunciation_ja_大和.mp3,98_Yamato.png,japan pref.png,35.4874895,139.4578937,"大和市, Japan",神奈川県
佐賀,さが,[sound:pronunciation_ja_佐賀.ogg],99,233.466,"<img src=""99_Saga.png"">","<img src=""japan pref.png"">",佐賀,pronunciation_ja_佐賀.ogg,99_Saga.png,japan pref.png,33.2639134,130.3008378,"佐賀市, Japan",佐賀県
春日部,かすかべ,[sound:pronunciation_ja_春日部.ogg],100,229.767,"<img src=""100_Kasukabe.png"">","<img src=""japan pref.png"">",春日部,pronunciation_ja_春日部.ogg,100_Kasukabe.png,japan pref.png,35.9757957,139.752019,"春日部市, Japan",埼玉県
寝屋川,ねやがわ,[sound:chrome_GKZGfdVjRq.mp3],101,229.749,"<img src=""101_Neyagawa.png"">","<img src=""japan pref.png"">",寝屋川,chrome_GKZGfdVjRq.mp3,101_Neyagawa.png,japan pref.png,34.7660998,135.6278989,"寝屋川市, Japan",大阪府
上尾,あげお,[sound:pronunciation_ja_上尾.mp3],102,227.020,"<img src=""102_Ageo.png"">","<img src=""japan pref.png"">",上尾,pronunciation_ja_上尾.mp3,102_Ageo.png,japan pref.png,35.9774082,139.5930504,"上尾市, Japan",埼玉県
宝塚,たからづか,[sound:pronunciation_ja_宝塚.mp3],103,226.658,"<img src=""103_Takarazuka.png"">","<img src=""japan pref.png"">",宝塚,pronunciation_ja_宝塚.mp3,103_Takarazuka.png,japan pref.png,34.800474,135.3608674,"宝塚市, Japan",兵庫県
厚木,あつぎ,[sound:pronunciation_ja_厚木.ogg],104,223.747,"<img src=""104_Atsugi.png"">","<img src=""japan pref.png"">",厚木,pronunciation_ja_厚木.ogg,104_Atsugi.png,japan pref.png,35.4429646,139.3625125,"厚木市, Japan",神奈川県
八戸,はちのへ,[sound:pronunciation_ja_八戸.ogg],105,223.529,"<img src=""105_Hachinohe.png"">","<img src=""japan pref.png"">",八戸,pronunciation_ja_八戸.ogg,105_Hachinohe.png,japan pref.png,40.5122388,141.4882959,"八戸市, Japan",青森県
太田,おおた,[sound:pronunciation_ja_太田.mp3],106,223.150,"<img src=""106_Ota.png"">","<img src=""japan pref.png"">",太田,pronunciation_ja_太田.mp3,106_Ota.png,japan pref.png,36.2911561,139.3754233,"太田市, Japan",群馬県
呉,くれ,[sound:chrome_7VAah6bkM5.mp3],107,214.717,"<img src=""107_Kure.png"">","<img src=""japan pref.png"">",呉,chrome_7VAah6bkM5.mp3,107_Kure.png,japan pref.png,34.2484488,132.5652498,"呉市, Japan",広島県
伊勢崎,いせさき,[sound:chrome_SHPYp4AOYX.mp3],108,211.975,"<img src=""108_Isesaki.png"">","<img src=""japan pref.png"">",伊勢崎,chrome_SHPYp4AOYX.mp3,108_Isesaki.png,japan pref.png,36.3111734,139.1968083,"伊勢崎市, Japan",群馬県
西東京,にしとうきょう,[sound:chrome_WZTb4UJpmj.mp3],109,207.389,"<img src=""109_Nishitokyo.png"">","<img src=""japan pref.png"">",西東京,chrome_WZTb4UJpmj.mp3,109_Nishitokyo.png,japan pref.png,35.7261366,139.5380347,"西東京市, Japan",東京都
松江,まつえ,[sound:pronunciation_ja_松江.ogg],110,203.779,"<img src=""110_Matsue.png"">","<img src=""japan pref.png"">",松江,pronunciation_ja_松江.ogg,110_Matsue.png,japan pref.png,35.468115,133.048768,"松江市, Japan",島根県
流山,ながれやま,[sound:chrome_WBirz93TEg.mp3],111,199.960,"<img src=""111_Nagareyama.png"">","<img src=""japan pref.png"">",流山,chrome_WBirz93TEg.mp3,111_Nagareyama.png,japan pref.png,35.8555836,139.9027815,"流山市, Japan",千葉県
八千代,やちよ,[sound:pronunciation_ja_八千代.ogg],112,199.597,"<img src=""112_Yachiyo.png"">","<img src=""japan pref.png"">",八千代,pronunciation_ja_八千代.ogg,112_Yachiyo.png,japan pref.png,35.722537,140.0995131,"八千代市, Japan",千葉県
小平,こだいら,[sound:pronunciation_ja_小平.ogg],113,198.977,"<img src=""113_Kodaira.png"">","<img src=""japan pref.png"">",小平,pronunciation_ja_小平.ogg,113_Kodaira.png,japan pref.png,35.72522,139.476606,"小平市, Japan",東京都
伊丹,いたみ,[sound:pronunciation_ja_伊丹.mp3],114,198.244,"<img src=""114_Itami.png"">","<img src=""japan pref.png"">",伊丹,pronunciation_ja_伊丹.mp3,114_Itami.png,japan pref.png,34.7845024,135.4004409,"伊丹市, Japan",兵庫県
東広島,ひがしひろしま,[sound:pronunciation_ja_東広島.ogg],115,196.755,"<img src=""115_Higashihiroshima.png"">","<img src=""japan pref.png"">",東広島,pronunciation_ja_東広島.ogg,115_Higashihiroshima.png,japan pref.png,34.42683,132.741552,"東広島市, Japan",広島県
鈴鹿,すずか,[sound:pronunciation_ja_鈴鹿.mp3],116,195.742,"<img src=""116_Suzuka.png"">","<img src=""japan pref.png"">",鈴鹿,pronunciation_ja_鈴鹿.mp3,116_Suzuka.png,japan pref.png,34.8817102,136.5836516,"鈴鹿市, Japan",三重県
三鷹,みたか,[sound:pronunciation_ja_三鷹.ogg],117,195.558,"<img src=""117_Mitaka.png"">","<img src=""japan pref.png"">",三鷹,pronunciation_ja_三鷹.ogg,117_Mitaka.png,japan pref.png,35.6833926,139.5592421,"三鷹市, Japan",東京都
熊谷,くまがい,[sound:pronunciation_ja_熊谷.ogg],118,194.439,"<img src=""118_Kumagai.png"">","<img src=""japan pref.png"">",熊谷,pronunciation_ja_熊谷.ogg,118_Kumagai.png,japan pref.png,36.1472472,139.3886141,"熊谷市, Japan",埼玉県
山口,やまぐち,[sound:pronunciation_ja_山口.mp3],119,194.110,"<img src=""119_Yamaguchi.png"">","<img src=""japan pref.png"">",山口,pronunciation_ja_山口.mp3,119_Yamaguchi.png,japan pref.png,34.1781317,131.4737077,"山口市, Japan",山口県
岸和田,きしわだ,[sound:pronunciation_ja_岸和田.mp3],120,190.796,"<img src=""120_Kishiwada.png"">","<img src=""japan pref.png"">",岸和田,pronunciation_ja_岸和田.mp3,120_Kishiwada.png,japan pref.png,34.4644,135.385237,"岸和田市, Japan",大阪府
日野,ひの,[sound:pronunciation_ja_日野.ogg],121,190.261,"<img src=""121_Hino.png"">","<img src=""japan pref.png"">",日野,pronunciation_ja_日野.ogg,121_Hino.png,japan pref.png,35.6713394,139.3949801,"日野市, Japan",東京都
沼津,ぬまづ,[sound:pronunciation_ja_沼津.mp3],123,189.611,"<img src=""123_Numazu.png"">","<img src=""japan pref.png"">",沼津,pronunciation_ja_沼津.mp3,123_Numazu.png,japan pref.png,35.0957963,138.8633946,"沼津市, Japan",静岡県
小田原,おだわら,[sound:pronunciation_ja_小田原.mp3],124,188.986,"<img src=""124_Odawara.png"">","<img src=""japan pref.png"">",小田原,pronunciation_ja_小田原.mp3,124_Odawara.png,japan pref.png,35.2645301,139.152246,"小田原市, Japan",神奈川県
鳥取,とっとり,[sound:pronunciation_ja_鳥取.ogg],125,188.614,"<img src=""125_Tottori.png"">","<img src=""japan pref.png"">",鳥取,pronunciation_ja_鳥取.ogg,125_Tottori.png,japan pref.png,35.4943948,134.2219282,"鳥取市, Japan",鳥取県
安城,あんじょう,[sound:pronunciation_ja_安城.mp3],126,188.512,"<img src=""126_Anjo.png"">","<img src=""japan pref.png"">",安城,pronunciation_ja_安城.mp3,126_Anjo.png,japan pref.png,34.947764,137.075563,"安城市, Japan",愛知県
上越,じょうえつ,[sound:pronunciation_ja_上越.ogg],127,188.119,"<img src=""127_Joetsu.png"">","<img src=""japan pref.png"">",上越,pronunciation_ja_上越.ogg,127_Joetsu.png,japan pref.png,37.1478816,138.2359501,"上越市, Japan",新潟県
立川,たちかわ,[sound:pronunciation_ja_立川.mp3],128,187.089,"<img src=""128_Tachikawa.png"">","<img src=""japan pref.png"">",立川,pronunciation_ja_立川.mp3,128_Tachikawa.png,japan pref.png,35.7139057,139.4077701,"立川市, Japan",東京都
豊川,とよかわ,[sound:chrome_cZpsgaBygi.mp3],129,184.659,"<img src=""129_Toyakawa.png"">","<img src=""japan pref.png"">",豊川,chrome_cZpsgaBygi.mp3,129_Toyakawa.png,japan pref.png,34.827644,137.378586,"豊川市, Japan",愛知県
和泉,いずみ,[sound:pronunciation_ja_和泉.mp3],130,184.634,"<img src=""130_Izumi.png"">","<img src=""japan pref.png"">",和泉,pronunciation_ja_和泉.mp3,130_Izumi.png,japan pref.png,34.4831932,135.4232139,"和泉市, Japan",大阪府
宇治,うじ,[sound:pronunciation_ja_宇治.ogg],131,179.783,"<img src=""131_Uji.png"">","<img src=""japan pref.png"">",宇治,pronunciation_ja_宇治.ogg,131_Uji.png,japan pref.png,34.885124,135.7995651,"宇治市, Japan",京都府
習志野,ならしの,[sound:pronunciation_ja_習志野.ogg],132,176.306,"<img src=""132_Narashino.png"">","<img src=""japan pref.png"">",習志野,pronunciation_ja_習志野.ogg,132_Narashino.png,japan pref.png,35.6816753,140.0272065,"習志野市, Japan",千葉県
日立,ひたち,[sound:pronunciation_ja_日立.ogg],133,174.635,"<img src=""133_Hitachi.png"">","<img src=""japan pref.png"">",日立,pronunciation_ja_日立.ogg,133_Hitachi.png,japan pref.png,36.5991225,140.6504604,"日立市, Japan",茨城県
出雲,いずも,[sound:pronunciation_ja_出雲.ogg],134,172.887,"<img src=""134_Izumo-a2f8ee68ca205b2f0016425db41c477efee14544.png"">","<img src=""japan pref.png"">",出雲,pronunciation_ja_出雲.ogg,134_Izumo-a2f8ee68ca205b2f0016425db41c477efee14544.png,japan pref.png,35.3668891,132.7548827,"出雲市, Japan",島根県
鎌倉,かまくら,[sound:pronunciation_ja_鎌倉.ogg],135,172.821,"<img src=""135_Kamakura.png"">","<img src=""japan pref.png"">",鎌倉,pronunciation_ja_鎌倉.ogg,135_Kamakura.png,japan pref.png,35.3192808,139.5469627,"鎌倉市, Japan",神奈川県
浦安,うらやす,[sound:pronunciation_ja_浦安.ogg],136,171.424,"<img src=""136_Urayasu.png"">","<img src=""japan pref.png"">",浦安,pronunciation_ja_浦安.ogg,136_Urayasu.png,japan pref.png,35.6539105,139.902563,"浦安市, Japan",千葉県
苫小牧,とまこまい,[sound:pronunciation_ja_苫小牧.mp3],137,170.234,"<img src=""137_Tomakomai.png"">","<img src=""japan pref.png"">",苫小牧,pronunciation_ja_苫小牧.mp3,137_Tomakomai.png,japan pref.png,42.6341039,141.6054899,"苫小牧市, Japan",北海道
西尾,にしお,[sound:pronunciation_ja_西尾.mp3],138,169.127,"<img src=""138_Nishio.png"">","<img src=""japan pref.png"">",西尾,pronunciation_ja_西尾.mp3,138_Nishio.png,japan pref.png,34.822498,137.069626,"西尾市, Japan",愛知県
佐倉,さくら,[sound:pronunciation_ja_佐倉.mp3],139,168.858,"<img src=""139_Sakura.png"">","<img src=""japan pref.png"">",佐倉,pronunciation_ja_佐倉.mp3,139_Sakura.png,japan pref.png,35.7234619,140.2240158,"佐倉市, Japan",千葉県
弘前,ひろさき,[sound:pronunciation_ja_弘前.mp3],140,168.564,"<img src=""140_Hirosaki.png"">","<img src=""japan pref.png"">",弘前,pronunciation_ja_弘前.mp3,140_Hirosaki.png,japan pref.png,40.6030543,140.4640389,"弘前市, Japan",青森県
小山,こやま,[sound:pronunciation_ja_小山.ogg],141,166.791,"<img src=""141_Koyama.png"">","<img src=""japan pref.png"">",小山,pronunciation_ja_小山.ogg,141_Koyama.png,japan pref.png,36.315537,139.8006952,"小山市, Japan",栃木県
磐田,いわた,[sound:chrome_aMuaUCHsqG.mp3],142,166.744,"<img src=""142_Iwata.png"">","<img src=""japan pref.png"">",磐田,chrome_aMuaUCHsqG.mp3,142_Iwata.png,japan pref.png,34.706481,137.851285,"磐田市, Japan",静岡県
帯広,おびひろ,[sound:pronunciation_ja_帯広.ogg],143,166.690,"<img src=""143_Obihiro.png"">","<img src=""japan pref.png"">",帯広,pronunciation_ja_帯広.ogg,143_Obihiro.png,japan pref.png,42.923809,143.1966324,"帯広市, Japan",北海道
高岡,たかおか,[sound:chrome_J0EZ1Xx1JG.mp3],144,166.513,"<img src=""144_Takaoka.png"">","<img src=""japan pref.png"">",高岡,chrome_J0EZ1Xx1JG.mp3,144_Takaoka.png,japan pref.png,36.7362147,137.0187306,"高岡市, Japan",富山県
新座,にいざ,[sound:chrome_NC1REYZWTJ.mp3],145,166.104,"<img src=""145_Niiza.png"">","<img src=""japan pref.png"">",新座,chrome_NC1REYZWTJ.mp3,145_Niiza.png,japan pref.png,35.7931194,139.5657258,"新座市, Japan",埼玉県
釧路,くしろ,[sound:pronunciation_ja_釧路.ogg],146,165.230,"<img src=""146_Kushiro.png"">","<img src=""japan pref.png"">",釧路,pronunciation_ja_釧路.ogg,146_Kushiro.png,japan pref.png,42.9849503,144.3820491,"釧路市, Japan",北海道
宇部,うべ,[sound:chrome_7BtxOkSpza.mp3],147,162.707,"<img src=""147_Ube.png"">","<img src=""japan pref.png"">",宇部,chrome_7BtxOkSpza.mp3,147_Ube.png,japan pref.png,33.9518498,131.2472243,"宇部市, Japan",山口県
秦野,はだの,[sound:pronunciation_ja_秦野.ogg],148,162.579,"<img src=""148_Hatano.png"">","<img src=""japan pref.png"">",秦野,pronunciation_ja_秦野.ogg,148_Hatano.png,japan pref.png,35.3747319,139.2200144,"秦野市, Japan",神奈川県
都城,みやこのじょう,[sound:pronunciation_ja_都城.mp3],149,160.736,"<img src=""149_Miyakonojo.png"">","<img src=""japan pref.png"">",都城,pronunciation_ja_都城.mp3,149_Miyakonojo.png,japan pref.png,31.7196106,131.0612029,"都城市, Japan",宮崎県
松阪,まつざか,[sound:chrome_HWaLp9yFna.mp3],150,159.231,"<img src=""150_Matsuzaka.png"">","<img src=""japan pref.png"">",松阪,chrome_HWaLp9yFna.mp3,150_Matsuzaka.png,japan pref.png,34.5779441,136.5276002,"松阪市, Japan",三重県
大垣,おおがき,[sound:pronunciation_ja_大垣.mp3],151,158.342,"<img src=""151_Ogaki.png"">","<img src=""japan pref.png"">",大垣,pronunciation_ja_大垣.mp3,151_Ogaki.png,japan pref.png,35.3671141,136.6179746,"大垣市, Japan",岐阜県
ひたちなか,ひたちなか,[sound:pronunciation_ja_ひたちなか.ogg],152,156.664,"<img src=""152_Hitachinaka.png"">","<img src=""japan pref.png"">",ひたちなか,pronunciation_ja_ひたちなか.ogg,152_Hitachinaka.png,japan pref.png,36.3961235,140.5353397,"ひたちなか市, Japan",茨城県
栃木,とちぎ,[sound:pronunciation_ja_栃木.ogg],153,155.628,"<img src=""153_Tochigi.png"">","<img src=""japan pref.png"">",栃木,pronunciation_ja_栃木.ogg,153_Tochigi.png,japan pref.png,36.3818177,139.733591,"栃木市, Japan",栃木県
上田,うえだ,[sound:pronunciation_ja_上田.mp3],154,154.155,"<img src=""154_Ueda.png"">","<img src=""japan pref.png"">",上田,pronunciation_ja_上田.mp3,154_Ueda.png,japan pref.png,36.4021192,138.2490506,"上田市, Japan",長野県
刈谷,かりや,[sound:pronunciation_ja_刈谷.mp3],155,153.926,"<img src=""155_Kariya.png"">","<img src=""japan pref.png"">",刈谷,pronunciation_ja_刈谷.mp3,155_Kariya.png,japan pref.png,34.974678,137.002791,"刈谷市, Japan",愛知県
野田,のだ,[sound:pronunciation_ja_野田.ogg],157,152.674,"<img src=""157_Noda.png"">","<img src=""japan pref.png"">",野田,pronunciation_ja_野田.ogg,157_Noda.png,japan pref.png,35.9549076,139.8748667,"野田市, Japan",千葉県
川西,かわにし,[sound:pronunciation_ja_川西.ogg],158,152.473,"<img src=""158_Kawanishi.png"">","<img src=""japan pref.png"">",川西,pronunciation_ja_川西.ogg,158_Kawanishi.png,japan pref.png,34.8301826,135.4172191,"川西市, Japan",兵庫県
東村山,ひがしむらやま,[sound:pronunciation_ja_東村山.ogg],159,151.941,"<img src=""159_Higashimurayama.png"">","<img src=""japan pref.png"">",東村山,pronunciation_ja_東村山.ogg,159_Higashimurayama.png,japan pref.png,35.768929,139.484539,"東村山市, Japan",東京都
今治,いまばり,[sound:chrome_uXu6Hm4egQ.mp3],160,151.756,"<img src=""160_Imabari.png"">","<img src=""japan pref.png"">",今治,chrome_uXu6Hm4egQ.mp3,160_Imabari.png,japan pref.png,34.0658182,132.9976758,"今治市, Japan",愛媛県
久喜,くき,[sound:pronunciation_ja_久喜.mp3],161,150.599,"<img src=""161_Kuki.png"">","<img src=""japan pref.png"">",久喜,pronunciation_ja_久喜.mp3,161_Kuki.png,japan pref.png,36.0617964,139.6671445,"久喜市, Japan",埼玉県
武蔵野,むさしの,[sound:pronunciation_ja_武蔵野.mp3],162,150.102,"<img src=""162_Musashino.png"">","<img src=""japan pref.png"">",武蔵野,pronunciation_ja_武蔵野.mp3,162_Musashino.png,japan pref.png,35.7177239,139.5659802,"武蔵野市, Japan",東京都
小牧,こまき,[sound:pronunciation_ja_小牧.mp3],163,149.033,"<img src=""163_Komaki.png"">","<img src=""japan pref.png"">",小牧,pronunciation_ja_小牧.mp3,163_Komaki.png,japan pref.png,35.3066073,136.934098,"小牧市, Japan",愛知県
狭山,さやま,[sound:chrome_3FlN1ryT8R.mp3],164,148.712,"<img src=""164_Sayama.png"">","<img src=""japan pref.png"">",狭山,chrome_3FlN1ryT8R.mp3,164_Sayama.png,japan pref.png,35.8528971,139.4122999,"狭山市, Japan",埼玉県
米子,よなご,[sound:pronunciation_ja_米子.ogg],165,147.421,"<img src=""165_Yonago.png"">","<img src=""japan pref.png"">",米子,pronunciation_ja_米子.ogg,165_Yonago.png,japan pref.png,35.4276408,133.331459,"米子市, Japan",鳥取県
多摩,たま,[sound:pronunciation_ja_多摩.mp3],166,147.169,"<img src=""166_Tama.png"">","<img src=""japan pref.png"">",多摩,pronunciation_ja_多摩.mp3,166_Tama.png,japan pref.png,35.6370223,139.4463569,"多摩市, Japan",東京都
入間,いるま,[sound:chrome_9qqX7jKewU.mp3],167,145.723,"<img src=""167_Iruma.png"">","<img src=""japan pref.png"">",入間,chrome_9qqX7jKewU.mp3,167_Iruma.png,japan pref.png,35.8358142,139.3909293,"入間市, Japan",埼玉県
足利,あしかが,[sound:pronunciation_ja_足利.mp3],168,144.796,"<img src=""168_Ashikaga.png"">","<img src=""japan pref.png"">",足利,pronunciation_ja_足利.mp3,168_Ashikaga.png,japan pref.png,36.3400358,139.4488397,"足利市, Japan",栃木県
各務原,かかみがはら,[sound:pronunciation_ja_各務原.ogg],169,144.619,"<img src=""169_Kakamigahara.png"">","<img src=""japan pref.png"">",各務原,pronunciation_ja_各務原.ogg,169_Kakamigahara.png,japan pref.png,35.3995831,136.8485648,"各務原市, Japan",岐阜県
草津,くさつ,[sound:pronunciation_ja_草津.ogg],170,143.958,"<img src=""170_Kusatsu.png"">","<img src=""japan pref.png"">",草津,pronunciation_ja_草津.ogg,170_Kusatsu.png,japan pref.png,35.0131501,135.9598728,"草津市, Japan",滋賀県
守口,もりぐち,[sound:chrome_XhjHl8Hrqi.mp3],171,143.063,"<img src=""171_Moriguchi.png"">","<img src=""japan pref.png"">",守口,chrome_XhjHl8Hrqi.mp3,171_Moriguchi.png,japan pref.png,34.735816,135.5617277,"守口市, Japan",大阪府
沖縄,おきなわ,[sound:pronunciation_ja_沖縄.mp3],172,142.840,"<img src=""172_Okinawa.png"">","<img src=""japan pref.png"">",沖縄,pronunciation_ja_沖縄.mp3,172_Okinawa.png,japan pref.png,26.3343738,127.8056597,"沖縄市, Japan",沖縄県
三郷,みさと,[sound:anki_hVDKX8f6zU.mp3],173,142.177,"<img src=""173_Misato.png"">","<img src=""japan pref.png"">",三郷,anki_hVDKX8f6zU.mp3,173_Misato.png,japan pref.png,35.8289993,139.8726811,"三郷市, Japan",埼玉県
土浦,つちうら,[sound:pronunciation_ja_土浦.ogg],174,142.160,"<img src=""174_Uchiura.png"">","<img src=""japan pref.png"">",土浦,pronunciation_ja_土浦.ogg,174_Uchiura.png,japan pref.png,36.0786297,140.2045934,"土浦市, Japan",茨城県
藤枝,ふじえだ,[sound:chrome_jfUHEArqkI.mp3],175,141.385,"<img src=""175_Fujieda.png"">","<img src=""japan pref.png"">",藤枝,chrome_jfUHEArqkI.mp3,175_Fujieda.png,japan pref.png,34.8674167,138.2577222,"藤枝市, Japan",静岡県
深谷,ふかや,[sound:pronunciation_ja_深谷.ogg],176,141.336,"<img src=""176_Fukaya.png"">","<img src=""japan pref.png"">",深谷,pronunciation_ja_深谷.ogg,176_Fukaya.png,japan pref.png,36.1974016,139.2816997,"深谷市, Japan",埼玉県
